Product Name,Brand,Category,Sub Category,Rating,rev
Makeup Remover Perfect Cleansing Water Oil Clear,Biore,Cleanser,makeup-remover,4.5,"Make up remover dr biore ini emng efektif bgt buat brsihin make up ringan trs dia jg bkin wajah berasa lembab gtu sperti klaimnya, tp klo buat make up yg waterproof dia gabsa sih wlaupun dgosok brulang"" jg ga bkalan ilang, psti ada aja yg trtinggal, jd buat make up yg waterproof sih lngsung pke yg oil based aja"
Madecassoside Cleansing Foam,A'pieu,Cleanser,face-wash,4.3,"sabun cuci muka yg keset tp ga buat kering , untuk harga kurang worth it kemahalan , overall aku cocok untuk serangkaian produk ini , kandungannya bgs bgtbgtt ?"
Perfect Whip Collagen in,Senka,Cleanser,face-wash,4.6,"Ini cakep banget asli, abis cuci muka kerasa ada glowingnya, bener2 gak berasa ketarik walaupun krimnya banyak terus tebel bgt, menurut aku buat yg kulitnya emng udh mulus, ini cocok bgt sih biar wajahnya makin glowing. aku baru pemakaian beberapa hari, temen2 udah ngomong ada perubahan lebih cerah di wajah akuuu. tapi yaa kalau kulit nya berjerawat, ya jangan bergantung sama dia si, atau berharap banyak, di aku gak ngaruh apa2 kalau untuk jerawat atau bekasnya, cuma ini bagus banget buat mutihin dan glowing, warna kulit wajah aku juga mulai merata"
Perfect Whip Berry Bright,Senka,Cleanser,face-wash,4.8,"pake prodak ini pas ada diskon busanya lembut bgt cocok dimuka aku yang kering ga terlalu bikin keset muka bisa jadi pindah prodak ini deh,harganya juga lumayan murah untuk pelajar hehe suka bgt!!"
Perfect Whip Acne Care,Senka,Cleanser,face-wash,4.6,"aku selalu jatuh hati sama produk keluaran senka, dan variant terbarunya ini terhitung ampuh dikulit aku. biasanya aku suka muncul jerawat di rahang, dan sekarang udah gaaa huhuhuhuh seneng bgt. di blackhead dia emang ga ngesolusi sih. tpi busanya yg foamy bikin aku ga bosen cuci muka, ada aroma khas juga dri sabunnya. packagingya warna tosca dan itu ucl bgt"
Perfect Gel Gentle Wash,Senka,Cleanser,cleansing-gel,4.4,"face wash varian terbarunya Senka yang satu ini bener-bener ga ada busanya, waktu di gosok di telapak tangan juga ada sedikit sensasi hangat nya? (yang aku rasain). jadi face wash ini pas di apply ke muka kayak pake moisturizer gel karna bening sumpah ga berasa banget klo lagi cuci muka? sukanya waktu di bilas ga bikin kulit kering dan keset. Buat yang pakai varian lain dari Senka yg dipakai dikit busanya udah banyak trus pakai Senka Perfect Gel Wash mungkin kurang suka. Untuk repurchase iya, karna aku suka teksturnya yang gel."
Perfect Bright Cooling Bright Jelly Facial Foam,Wardah,Cleanser,face-wash,4.8,teksturnya gel dengan ada butiran beads di dalamnya. Sabun ini termasuk gentle karena dia bukan foam dengan busa yang melimpah kalau dikasih air. Untuk efek coolignnya kerasa terutama di bagian sekitar mata dan mulut gatau kenapa. Untuk daya bersihnya jg ok buat gel cleanser asalkan kalian double cleansing juga
Pearl Bright Micellair Skin Breathe,Nivea,Cleanser,micellar-water,4.6,"cocok banget buat kulit sensitif macem aku karena ini 0% alcohol, bisa banget ngangkat make up baunya juga aku suka. luuuuvvvvvvvvvvv"
Organic Anti-Aging Facial Wash - Happy Skin,Eucalie,Cleanser,cleansing-gel,4.7,"suka sekaliiiii, langsung menyerap di kulit, tidak lengket, organic product, vegan, halal, eucalie paling dinanti apalagi sering diskon,"
Olive & Rosemary Deep Cleansing Oil,Bloomka,Cleanser,cleansing-oil,4.4,"awalnya tertarik beli ini karena lagi diskon setengah harga pas lagi anniversary sociolla.. dan liat review juga banyak yang cocok pake ini. kemasannya botol plastik bening dengan tutup flip top warna kuning. tekstur oilnya lumayan kental menurutku dan aroma rosemary nya yang kecium di awal terus pas pijet muka aroma olive baru kecium. pakenya harus rada banyak biar pas pijet enak, soalnya kalo terlalu dikit cepet ngeset gitu dikulitku. lumayan bisa hapus makeup waterproof tapi harus rada sabar gosoknya, tapi tenang, ini gak perih sama sekali kalo kena mata dan ada sensasi hangat yang menenangkan setelah beberapa dipijat ke muka. cleansing oil ini mudah di bilas dan gak ninggalin residu sama sekali. selama pake gak menimbulkan iritasi ataupun jerawat."
Olay Regenerist Revitalising Cream Cleanser Sabun Muka Anti Aging,Olay,Cleanser,face-wash,4.6,"syuka begitu sama product yang 1 ini pemaikaian pertama sudah kerasa manfaatnya, ada butirannya kek lulur tapi tidak menyakiti seperti mantan saat digosok untuk yg suka main busa tdk recommended??"
Oily Skin Cleanser,Cetaphil,Cleanser,face-wash,4.3,"Sedikit cerita ya, kulit ku super duper sensitif dan berjerawat tapi nggak ada black head si. Nah si oily skin cleanser ini menyerap minyak tanpa bikin kulit kering atau keset banget. Kerasanya pas beberapa menit udah cuci muka dia tetap melembabkan gitu. Kulitnya jadi kenyal pokoknya aku rekomendasiin bgt buat kalian yg berjerawat. Oiya lebih berbusa dari yg gentle skin cleanser ya dan lebih wangi . Harganya lumayan mahal untuk sabun cuci muka tapi sebanding sih sama manfaatnya :)"
Oil-Free Acne Wash,Neutrogena,Cleanser,face-wash,4.3,"pake produk ini jerawatku lumayan ga meradang. jerawat kemerahan agak berkurang, cuma sayangnya pas aku buka produknya ada tumpah dikit. mgkin dr bagian packing ga merhatiin :("
Oil Control Facial Foam,Pond's,Cleanser,face-wash,4.3,"Bagus banget buat kulit berminyak, teksturnya ada scrub-scrub nya jadi bikin kulit bersih dan keangkat minyak berlebihnya. Worth to try! Let's goooooo"
Oil Control Cleanser,Biyu,Cleanser,face-wash,4.7,"Baru pemakaian 1x termasuk oke yah cleanser nya,bagus bgt ? texture nya gel tp ga bikin spt ada sisa2 sabun saat membilas nya,ga bikin kulit spt ketarik gitu"
Nourishing Cleansing Balm,UPMOST BEAUTE,Cleanser,cleansing-balm,4.5,"texture balmnya itu bukan tipe yg terlalu padat ya. pas diambil dan di baurkan dgn tangan berasa lembut di kulit, buttery gitu. ada sedikit wangi dan calming. biasa sih utk bersihin muka daily tanpa makeup hanya sunscreen, aku pake 1 scoop (ada spatula didalamnya). kalau lg makeup sekitar 2 scoop sih baru berasa bersih. pas kena air LANGSUNG bgt jadi milky gitu. finishnya stlh dibilas dgn air, kulit jd lembab. kalo dibaurkan diarea dkt mata ngga perih. di bibir jg ga pait"
"Noni Probiotics ""Cleanse Me Softly"" Gel Cleanser",NPure,Cleanser,cleansing-gel,4.8,love love love!!! you can feel how well it cleanses your skin yet adds moisture to your skin at the same time! literally ajaib if you ask me hahahaha ive never tried a cleanser like this. sounds dramatic but honestly im so glad to have found this cleanser. very gentle yet very effective on my sensitive acne prone skin!
NIVEA Sparkling Bright Facial Foam,Nivea,Cleanser,face-wash,4.4,"ini produk skincare pertama sayaa ?
Pas smp kelas 1 muncul jerawat, terus disaranin make ini .. dan bener sihh ilang jerawatnya .. wkwk

bagus gabikin muka kusam kok gess... ?kemaren pas muka jerawat sempet makai ini lagi dan ilang, tapi skrng udah gamake ini lagi .. soalnya tipe muka saya kering .. 

ini ga ngehidrasi .. but still good gess"
NIVEA MEN White Oil Clear Pore Minimizing Scrub,Nivea,Cleanser,face-wash,3.7,"Pertama pakai ini di rekomendasi sama temen. Awalnya di kasih terus cocok sampe akhirnya beli sendiri. Wanginya kuat, segar lebih lama, buat cowo banget lah. You must have this pokoknya. Sampe sekarang belum ada yang menggeser produk ini."
NIVEA MEN White Oil Clear Anti-Shine Foam,Nivea,Cleanser,face-wash,3.5,"Awal beli yg warna putih terus kata adik bagusan ini bisa lembab dan tidak bikin kering yang seperti ketarik. Jadi beliin yang ini, tapi kalo pas lagi promo yg lain ya beli itu meskipun si pemakai setengah hati"
NIVEA MEN White 8H Oil Clear Anti-Shine + Purify Cooling Foam,Nivea,Cleanser,face-wash,4.6,Enakk bikin keset dan bersih di muka. Suami udh langganan pake prodak dari nivea men ini. Bikin muka cerah seketika. Dan ada kandungan corcoal juga yg bikin nyaman di wajah
NIVEA MEN Extra White Dark Spot Minimizer Foam,Nivea,Cleanser,face-wash,4.8,"kakak yang pake, sekarang sudah pakem pake ini saja setelah sebelumnya gonta-ganti coba produk cuci muka lain, sudah cocok pake nivea yang varian dark spot ini"
NIVEA MEN Deep Bright Oil Clear Mud Foam,Nivea,Cleanser,face-wash,3.5,"face wash yang tidak membuat kulit terlalu kering, wangi agak menyengat, busa yang dihasilkan minimal, tapi sejauh ini oke lah untuk face wash ini, mantap"
NIVEA MEN Acne Oil Clear Acne Defense Foam,Nivea,Cleanser,face-wash,4.8,"Setelah cuci muka rasanya keseettt kata suami 
Puas gitu cuci muka pakai nivea men 

Berminyak di wajah juga nampak berkurang
Wajah jd cerahan gt

Murah tp gak murahan lah ?"
NIVEA MEN Acne 8H Oil Clear Acne Defense + Purify Scrub,Nivea,Cleanser,scrub-exfoliator,3.5,"beli ini buat adik sama babehh dirumah wkwkwk, sepertinya cocok-cocok ajaa, soalnya ga kenapa-kenapa di mereka, bingung review apa, blm aku cobain sendiri soalnya hehe"
Naufa Pure Olive Oil Bar Soap,Avoskin,Cleanser,cleansing-bar,4.5,Repurchase ke sekian kali!! Apa yg aku cari di facial wash ada di sabun ini. minus cuma ada dua: ga travel friendly dn perih klo kena mata. Tapi plus nya banyakkk dn sangat worth to buy!!
Naturals Micellar Water,Safi,Cleanser,micellar-water,4.6,Bagusss banget!! Ini salah satu micelar water untuk acne prone yang ga bikin efek samping negatif. Pas dipakein efeknya gabikin beruntusan tapi malah nenangin untuk kulit yg acne prone!!
Naturals Clarifying Cleanser,Safi,Cleanser,face-wash,4.6,"sebenernya udh pake safi dari setahun yg lalu, dan emang bikin muka jerawat ku tuh sebagus itu!!! dan agak ketarik sih emang kalo abis cuci muka tapi bikin muka bersih bgt"
Natural Sublime Facial Cleanser,Avoskin,Cleanser,face-wash,4.7,"Beli produk ini karena ingridientsnya yang bisa cocok dipake sama somethinc niacinamide. Tekstur gelnya gampang banget untuk usap. Pernah coba facial wash dengan tekstur gel juga tapi susah buat diblend gitu. Tipe wajahku berminyak, dan sangat berjerawat. Pake facial wash avoskin ini kerasa bikin calming wajah aku dan fresh. gak ada efek ketariknya sama sekali. Harganya emg mahal tapi worth it kok."
Natura Pal Gel Cleanser,Emina,Cleanser,face-wash,4.4,"teksturnya gel bening gitu. busa nya gak terlalu banyak tapi gak sedikit juga. enak gak macem² diaku, gak bkin breakout juga. walaupun ada parfum nya tapi gak ngeganggu. selalu puas dengan produk emina?"
Ms Pimple Acne Solution Face Wash,Emina,Cleanser,face-wash,4.5,"Ini juga samaa bikin kering ketarik gitu di aku, teskturnya enak ringan dan baunya wangi harganya murah untuk sebuah face wash yang cocok buat kulit berjerawat"
Revitalift Crystal Deep Purifying Cleansing Gel,Loreal Paris,Cleanser,cleansing-gel,4.6,"baguss, dikulitku yg kering sangat cocok, sangat membersihkan dan tidak buat wajah ketarik. super recommended guys.. btw, aku keracunan ka tasya, udah bintang ????? approved dari kak tasya farasya.."
Renew You Facial Wash,Wardah,Cleanser,face-wash,4.5,"tertarik beli ini karna ada formula bakuchiolnya hehe dan sebenernya emang lg nyari yg low ph. teksturnya gel bening dan ga terlalu banyak busanya. habis cuci muka jg enak, ga bikin muka kering. tp keknyaa di aku tidak cocok. tzone ku jd minyakan trus. mungkin cocok buat yg tipe kulitnya cenderung kering. harganya murah. tp gasuka packaging nya karna ga ada size kecilnya."
Rejuvenating Pomegranate Cleansing Oil - 100 ml,Sensatia Botanicals,Cleanser,cleansing-oil,4.3,"ini titipan temen sih, sekalian beli.. review diwajahnya bikin minyakan banget gidu, ga terlalu suka sama yang terlalu over minyak diwajahnya. tapi mungkin kalo buat wajah kering sih bagus ya,,"
QV Gentle Wash,QV Skincare,Cleanser,face-wash,4.8,"kotoran kotoran di kulit berasa keangkat semua kalau pake sabun ini, kulit juga jadi sedikit lebih lembab, bau nya kurang enak tapi gak begitu mengganggu"
Purifying Barrier Ice Cream Cleansing Balm,Skintific,Cleanser,cleansing-balm,4.7,"Lagi cari cleansing balm yang sekiranya bagus dan affordable. Kebetulan beli waktu lagi ada sale dari Sociolla + Skintific-nya. Alhamdulillah dapat harga murah. 

First impression udah optimis produk ini bagus, karena produk lainnya dari Skintific juga udah bagus. Ada surprise waktu unboxing. Jadi di jar-nya bakal dapat spatula. Spatulanya diselipin di tutup jar dan kalau mau pakai tinggal ditarik. Unik banget.

Pas jar-nya dibuka, wah wangi banget kaya es krim bubble gum. Teksturnya layaknya balm pada umumnya. Aku coba pakein cleansing balm-nya untuk bersihin make up (medium to bold), langsung melting dan lumayan ngebersihin. Wangi es krimnya itu lho yang bikin satisfy waktu lagi bersihin make up.

Worth to buy? Very worth. Harganya affordable dan sangat membersihkan make up. Begitu dibilas pakai air juga ngga ada kesan keset atau"
Pure Vitamin C V10 Cleansing Bar,Some By Mi,Cleanser,cleansing-bar,4.4,"Ini bukan kali pertama aku pakai sabun ini, ini udah sabun ke 3 yang aku beli. Suka sekali dengan sabun ini, karena bikin kulit halus apalagi kalo dipakai dengan produk some by mi yang lain, bikin muka jadi cerah dan menghilangkan bruntusan. Suka sekali dengan produk iniii ?"
Pure Gentle Cleanser,Biyu,Cleanser,face-wash,4.7,"My must have! Karena udah pernah pakai yang buat oily skin, jadi beli ini untuk cobain. Size nya pas banget buat travel dan ngga bikin kulit ketarik. Suka banget karena ga pake fragrance atau perfume jadi cocok banget buat kulit sensitif."
Pure Fit Cica Smoothing Cleanser Balm,COSRX,Cleanser,cleansing-balm,4.6,"Dengan harga yang mahal menurut aku gak worth it, susah di blend tranfer jadi oilnya, jadi harus di gosok dulu dengan benar di tangan lalu tidak begitu membersihkan waterprof makeup"
Pure Fit Cica Cleanser,COSRX,Cleanser,face-wash,4.7,"gimana ya sabun ini tuh beda bgt dr 2 iconic FW nya cosrx. jjr lebih suka pake yg morning gentle karna ga kesed but somehow feels like lebih ""ngangkat"" dr pd yg cica ini . Kalo yg cica ini sedikit kesed dan kerasa kurang bersih di muka after bilas nya. Dan untuk aromanya gile, empon empon bgt, buat yg ga demen bau jamu stay out of it. intinya untuk FW cosrx yg series cica ini ga akan gue re purchase, gue akan lanjut pake yg morning gentle itu lagi aja titik ???"
Pure daily foaming cleanser Anti-pollution,Huangjisoo,Cleanser,face-wash,4.6,"Busa nya lembut sekali, trus baunya seger banget sih. Berasa bersih tapi engga ketarik di muka. Seneng ketika beli dapet diskon yang lumayah hehe . Nanti kalo diskon lagi pengen co ???"
Pure Daily Foaming Cleanser Acne Care,Huangjisoo,Cleanser,face-wash,4.6,"nah variant ini yang aku pakai kurang lebih 3 bulan. aku cukup enjoy pakai ini, scentnya cukup relaxing kalau gasalah dari natural oils. teksturnya super foamy dan cukup nyaman untuk digunakan dua kali sehari. tapi kalau kulitku lg sensitize. aku ga pakai face wash ini karena a bit drying."
Pure Active Sensitive Gel,Garnier,Cleanser,cleansing-gel,4.3,"Teksturnya jel, pemakaiannya enak, bikin segar tapi produknya terlalu byk silikon jadi bisa nyumbat pori-pori, biasanya apalagi kalo kulitnya berminyak, trus gak ada centella asiaticanya."
Propolis Foam Cleanser,PureHeals,Cleanser,face-wash,4.7,"Sebenarnya utk pemakaian pertama lumayan suka, tp hari2 berikutnya wajah terasa agak kering setelah pk ini. busa sedikit dan tutup cleanser nya model putar jadi agak ribet nutupnya setelah keluarin produknya. utk harga diskon sih ok tp kalo harga normal rasanya enggak ya."
Pro-Balance Pure Cleansing Oil,Dr. Ceuracle,Cleanser,cleansing-oil,4.6,"this product does a great job in removing all the makeup off your face and cleansing away the excess dirt. dari segi packaging it is attractive, pretty, and also aesthetically pleasing."
PREP Salironic Foam Cleanser,SNP,Cleanser,face-wash,4.8,"texture nya lembut banget. pake foaming cleanser sama salironic tonernya 1 minggu doang udah keliatan bgt bedanya. beruntusan ilang2, pdhl dulu pake obat apa aja ga mempan. cocok bgt buat kulitku yg sensitive, dry dan acne prone."
PREP Cicaronic Mild Cleansing Foam,SNP,Cleanser,face-wash,4.8,"busanya lembut banget dan banyak tapi ga bikin kulit kering dan ketarik ! muka kerasa bersih habis pakai ini dan bikin seger, minusnya perih di mata."
Prebiotic-Infused Micellar Cleansing Water,YOU Beauty,Cleanser,micellar-water,4.5,"beli ini karna iseng-iseng lagi pengen coba micellar water lain, dan kebetulan ada diskon jadi beli ini deh, texture dan bau nya oke lah, cuma packagenya aga ribet karna di dalemnya ada tutupnya lagi"
Pore Cleansing,Utama Spice,Cleanser,face-wash,4.5,"Awalnya ga ada ekspektasi apapun sama produk ini. Tp setelah dipakai, kulit berasa bersih, halus, cerah dan lembap. Teksturnya kayak clay yang padat (atau kental banget?). Ga berbusa. Ga ada scrubnya. Aku pake seminggu sekali kayak pakai face wash. Setelah diratain di wajah, didiamin dulu selama 30 detik, lalu pijat dan dibilas. Hasilnya sama sekali ga bikin kulit kering. Bisa dipakai sebagai pengganti face scrub. Awesome local product."
Ponds Men Oil Crusher Facial Foam Sabun Cuci Muka Pria,Pond's,Cleanser,face-wash,5,"suka bangettttt, bikin muka adikku gak begitu jerawat dan bruntusan lagi, pokoknya lebih bersih dari sebelumnya, dan emang sebagus itu, harus cobaaa siiih"
PONDS BRIGHT BEAUTY DAILY FS,Pond's,Cleanser,face-wash,4.3,"Scrub nya enggak bikin sakit dan teksturnya oke, jadi emang sesuai untuk daily scrub. Tapi make pond’s yang ini malah bikin muka aku makin kusamm, kurang cocok kayaknya"
Pond's Men White Boost Facial Foam,Pond's,Cleanser,face-wash,4.4,"cukup membersihkan, tidak buat kulit kering ketarik, efek mencerahkannya lumayan. busa yang dihasilkan banyak meski tidak terlalu banyak saat dipakai, jadi awet."
Pond's Men Pore Vacuum Foam + Scrub,Pond's,Cleanser,scrub-exfoliator,3.7,"pengiriman cepat, packing nya rapi, happy banget beli disini ada diskon nya plus voucher bebas ongkir lagi banyak plus nya ,mantap banget deh gak pake minus."
Pond's Men Lightning Oil Clear Facial Scrub,Pond's,Cleanser,scrub-exfoliator,3.3,"Minyak wajah berkurang dan wajah menjadi jauh lebih cerah. Setelah pemakaian, kotoran di wajah terasa hilang dan wajah terasa kesat dan bersih. Recommend untuk laki"" yang aktivitas nya diluar ruangan."
Pond's Men Energy Charge Facial Foam,Pond's,Cleanser,face-wash,3.5,"beli buat paksu biar ga kusam, sejauh ini masih cocok cocok aja meskipun ga ada perubahan mencerahkan. setidaknya wajahnya jadi lebih bersih. semoga cocok"
Pond's Bright Beauty Facial Foam,Pond's,Cleanser,face-wash,4.5,sebenernya aku udah pake produk produk Pond's dari SMP.. tapi baru nyobain produk ini akhir akhir ini aja dan di aku produknya ga ngecewain.. foamnya lembut dan ga bikin ketarik.. harga juga standar lah.. coba aja gih sapa tau cocok
Pomegranate Facial Cleanser,Breylee,Cleanser,face-wash,4.4,"aku pake ini rasanya nyaman,ga bikin kulit jadi ketarik atau kering setelah cuci muka. harganya murah karena lg flashsale,aku beli 38 rb. packagingnya cantik bgtt,kesannya mewah. tapi wanginya aku pribadi kurang suka"
PIXY Glowssentials Soft & Bright Whip Foam,Pixy,Cleanser,face-wash,4.5,"First time nyobain fwnya pixy, kebetulan sociolla lagi gratis ongkir jadi yaudah beli aja. Fw ini packagingnya kecil cuman 60ml jadi travel friendly dan harganya juga affordable banget. Tekstur fw ini dia creamy, busanya banyak dan lembut, aku kurang suka sama wanginya tapi untungnya wanginya tidak menyengat. Performa ngebersihinnya oke sih, tapi aku kurang suka soalnya dia agak kesat dan agak bikin kering. Overall oke sih tapi better nambah sedikit budget untuk beli brand lokal sebelah yang gentle."
PIXY Glowssentials Mulberry Infused Micellar Water,Pixy,Cleanser,micellar-water,4.3,"Seperti micellar water pada umumnya, berfungsi untuk membersihkan wajah dari makeup, kotoran, dan minyak berlebih. Micellar water Pixy ini mengadung extrak mulberry. Cukup inik. Packagingnya plastik kokoh. Untuk efektifitas menurutku masih kurang. Next, mau nyoba micellar dr brand lain. Terima kasih Pixy."
PIXY Glowssentials Deep Cleansing Face Wash,Pixy,Cleanser,face-wash,4.5,"Facial cleansernya cukup membuat wajahku terasa lembab, namun membersihkan pori-porinya masih belum terasa. Untuk repurchase maybe belum dulu karena masih prefer untuk explore produk yang lain."
pH-Balanced Facial Cleanser,Whitelab,Cleanser,face-wash,4.6,"suka banget sama prouk-produk whitelab sudah beberapa bulan ini pakai produk-produk whitelab dan sika banget sama mencerahkan wajah,lembut dikulit, harga sangat terjangkau"
pH Balancing Soothing Cleansing Foam,Acwell,Cleanser,face-wash,4.8,baru mau nyoba yg varian foam.. karna biasanya aku pake yg buble free.. kek nya kedua nya emang produk bagus.. beda nya cuma gell sama foam.. bersih nya sama dan kedua nya oke punya.
Petal Fresh Pure Papaya Facial Cleanser,Petal Fresh,Cleanser,face-wash,4.3,"Teksturx runny gel (hati2 tumpah waktu buka tutupnya, n posisi tutup lg hadap ke bawah), nggak berwarna, wanginya lebih kuat wangi kelapa trus ada bau jeruk dikit. Tipe cleanser yg lmyan bnyak busa, setelah cuci muka nggak kerasa terlalu keset, tp setelahx menurut q perlu skincare yg hydrating. Coba cleanser ini karena selalu kerasa kurang bersih kalau pakai gentle cleanser, n suka dgn skincare yg kandunganx papaya gtu. Cleanser ini ada natural AHA dri papaya, dalam sebulan ini efek mencerahkanx kelihatan ada. awal pemakaian ngerasa ada penyesuaian kyk tumbuh jerawat kecil yg cepet sembuh, setelahx kulit kelihatan makin bersih. untuk volume segini bnyak hargax lmyan lho apalagi kalau pas diskon. mungkin karena produk baru jd belum bnyak info,  smga makin bnyak yg cobain juga?"
Simply Remove,Erha,Cleanser,cleansing-gel,4.4,"Aku suka banget sama produknya baik tekstur atau hasil pemakaiannya. Tapi aku ga suka banget sama packaging nya, karna dia bentuknya kaya odol tp wadahnya keras jd produknya susah keluar, apalagi kalo udah mulai tinggal setengah agak extra buat keluarinnya, yuk bisa yuk ganti yg lebih mudah:("
Simply Fresh Facial Wash,YOU Beauty,Cleanser,skincare,4.5,"pengiriman safety, barang nya aman, enak bgt texturenya lembut, trs gek warna kyk madu habis cuci muka ga ketarik muka jd cerahan hbs cuci. bagus bgt muka mana murah lg mungkin bakal repurchase"
Signature Revitalising Facial Scrub,Sukin,Cleanser,scrub-exfoliator,4.5,"exfoliator tergentle sih, gabikin sakit diwajah . abis pake ini muka kenyal alus gtu dan komedo juga hilang , aku rutin pake 1 minggu 3 kali, komedoku ga numbuh lagi heheh"
Signature Foaming Facial Cleanser,Sukin,Cleanser,face-wash,4.5,"tadinya mikir bentuknya bakal kayak tekstur susu gitu, kayak facial cleanser pd umumnya. ternyata bentuknya gel bening, jadi mencetnya kebanyakan deh. hehehe. sukin itu emang wanginya duh ga tau deh gimana ngmgnya, sukak. khas! wanginya bkan fragrance yg gmana2, tapi soft tapi enak pokoknyaa.. ?? pas pake ga ketarik2."
Sensitive Cleansing Gel,Sukin,Cleanser,cleansing-gel,4.5,"Srm d?ng gel, mùi nh?, h?p v?i da d?u hon. Da mình khô r?a c?m th?y c?c s?ch, hoi khô da 1 xí, mình xài thêm serum, kem du?ng vào sau thì ok. Date s?n ph?m xa."
Sensisoft Facial Wash,Votre Peau,Cleanser,face-wash,4.6,Entah botol keberapa beli ini! Mungkin jarang orang tau kali ya soal product ini. Pertama beli juga karna treatment ke votre peau terus disuruh pake sabun ini. Cocok di kulitku yang sensitif. Berasa deep cleansed banget tiap pakai ini juga. Yang pastinya bakal repurchase lagi karna belum nemu yang cocok lg kayak ini ! ?
Sensibio Gel Moussant,Bioderma,Cleanser,cleansing-gel,4.5,salah satu face wash terbest sih menurutku!! bioderma sensibio gel moussant ini sangat gentle trus setelah cuci muka ga memberikan efek ketarik di muka. untuk hasil yang lebih maksimal lebih bagus kalau dipake barengan dengan micellar waternya. harganya sesuai dengan kualitas tapi saran aku kalau mau beli ini tungguin promo aja dari sociolla hehe
SENKA All Clear Water White - Vibrant White,Senka,Cleanser,micellar-water,4.5,"Saya suka banget sama sabunnya senka, jadi penasaran sama micellar waternya, apakah sama bagusnya. Untuk  saya yang sehari-hari cuma pakai tone up cream dan sunscreen, ini tuh lumayan banget membersihkan, lipstik dan eye produk juga terhapus dengan baik, habis pakai wajah jadi terasa bersih, segar, dan nyaman. Oh iya, anak saya suka pakai ini buat bersihin telinga luar, pusar, dan underarm, benar-benar bersih, dan tidak berminyak. Poin plusnya, harganya terbilang murah untuk kualitas sebagus ini."
SENKA All Clear Water Fresh - Anti Shine,Senka,Cleanser,micellar-water,4.4,"Senka micellar all clear water fresh bagus banget buat ngankat sel kotoran, debu,  bahkan sisa makeup.  Aku yang kulitnya kusam,  pake in  doang lamalama jadi agak bening gitu"
Senka - Perfect Whip White,Senka,Cleanser,face-wash,4.6,"suka banget sama produk inii, lembut banget di muka ga bikin kering dan wanginya freshh dan pemakaian rutin ga bkin breakout sama di kulit wajah kita."
Senka - Perfect Whip Fresh,Senka,Cleanser,face-wash,4.5,"Sebagus ituuuu, ini bener-bener bikin mukaku lembuut dan bersih ga bikin kering sama sekali, wanginya juga aku sukaaa. Emang bikin mukaku ga terlalu berminyak lagi. Worth it to buy"
White-Aqua Pore Cleanse Micellar Foam,Pixy,Cleanser,face-wash,4.6,"Awal2, klo abis cuci muka rasanya bersiihh banget..kayaknya cocok..
Tapi setelah setengah botol, ternyata kulitku jadi kering banget..saking keringnya kalo dipegang kayak kertas gitu, tapi malah jerawatan. So, gak berani lanjut make ini..?"
White Expert Purifying Cleanser,Safi,Cleanser,face-wash,4.4,"sabun muka yang bikin kaget karena setelahh pemakaian itu muka kerasa keset banget BANGET BANGET. dan aku belum pernah pake fw yang hasilnya kaya gini haha tapi enak kok, aku udah repurchase berkali2 karena cukup kuat untuk bikin kulit wajah ngga berminyak dan lumayan ada bikin wajah ngga kusam. MANTAP"
White Expert Make Up Remover,Safi,Cleanser,makeup-remover,4.6,"Make up remover ini mantul bet huhu, make up waterproofku langsung tersapu manjah dengan mudahnya. Selain membersihkan dia juga melembabkan gitu. Harganya juga lumayan murah. Wanginya pun ga nyengat."
White Aqua Gentle Facial wash,Pixy,Cleanser,face-wash,4.6,Pixy facial wash ini affordable banget buat harganya dengan facial wash yang bener-bener ngangkat kotoran di wajah. Setelah di pakai aman tidak ada rasa ketarik di wajah
Wash Me Off Gentle & Hydrating Cleansing Gel,SASC,Cleanser,skincare,4.9,"This should deserve more recognition, enak banget dipakenya, bersih banget tp ga bikin kulit kering & wangi geraniumnya relaxing banget. Isinya juga lumayan banyak kalo dibandingin cleanser lokal yg biasanya cuma 100ml, definitely worth the price"
Vitamin Micellar Water Charcoal,Pond's,Cleanser,micellar-water,4.8,"Baru pertama kali beli dan pakai yang charcoal, karena biasanya pakai yang rose.. dari baunya ya bau khas arang, cuma kurang suka kyknya kurang mantep ngebersihinnya, kalau yang rose mantep banget.. entah perasaanku aja apa gmn, tp sejauh ini ga ada reaksi negatif, cocok aja.."
Vitamin Micellar Water Brightening Rose,Pond's,Cleanser,micellar-water,4.8,beli ini buat first cleanser wkt bangun tdur. pertama dituang ke kapas langsung kecium wangi tapi wanginya menurut aku sih enak ya cuman lumayan strong aja wanginyaa. abis pake ini lumayan bikin lembap dan dia klaimnya juga ga ada alkohol jd aman buat kulit sensitif yaa harusnyaa.
Vaseline Men Face Wash Oil Control,Vaseline,Cleanser,face-wash,4.4,"Dari awal nikah sampai sekarang suami pakai ini terus g pernah gonta ganti katanya udah cocok untuk kulit berminyaknya, sekarang disociolla ada skincare cowo juga jdi bisa sekalian deh belanjanya"
Vaseline Men Face Wash Healthy White,Vaseline,Cleanser,face-wash,3.6,"Nah, kalo yang ini dipake laki gw hahaha emang sengaja sekalian check out mumpung diskon. Di laki gw hasilnya bagus-bagus aja karena kulit dia badak, jadinya cocok pake skincare apapun. Terus dia emang udah beberapa kali pake vaseline sih"
